,Paper ID,Presentation,Title,Authors,Title (arxiv),Abstract,URL
105,1219,Poster,Visual Relationship Learning with a Factorization-based Prior,"SEONG JAE HWANG, University of Wisconsin - Madison; Zirui Tao , University of Wisconsin - Madi; Vikas Singh, University of Wisconsin-Madison; Hyunwoo Kim, Amazon Lab 126; Sathya Ravi, University of Wisconsin-Madison; Maxwell Collins,",,,
106,1369,Poster,Transductive Unbiased Embedding for Zero-Shot Learning,"Jie Song, Zhejiang University; Chengchao Shen, Zhejiang University; Yezhou Yang, Arizona State University; Yang Liu, ; Mingli Song, Zhejiang University",Transductive Unbiased Embedding for Zero-Shot Learning,"Most existing Zero-Shot Learning (ZSL) methods have the strong bias problem, in which instances of unseen (target) classes tend to be categorized as one of the seen (source) classes. So they yield poor performance after being deployed in the generalized ZSL settings. In this paper, we propose a straightforward yet effective method named Quasi-Fully Supervised Learning (QFSL) to alleviate the bias problem. Our method follows the way of transductive learning, which assumes that both the labeled source images and unlabeled target images are available for training. In the semantic embedding space, the labeled source images are mapped to several fixed points specified by the source categories, and the unlabeled target images are forced to be mapped to other points specified by the target categories. Experiments conducted on AwA2, CUB and SUN datasets demonstrate that our method outperforms existing state-of-the-art approaches by a huge margin of 9.3~24.5% following generalized ZSL settings, and by a large margin of 0.2~16.2% following conventional ZSL settings.",http://arxiv.org/pdf/1803.11320v1
107,2307,Poster,Hierarchical Novelty Detection for Visual Object Recognition,"Kibok Lee, University of Michigan; Kimin Lee, KAIST; Kyle Min, University of Michigan; Yuting Zhang, University of Michigan; Jinwoo Shin, KAIST; Honglak Lee, University of Michigan, USA",Hierarchical Novelty Detection for Visual Object Recognition,"Deep neural networks have achieved impressive success in large-scale visual object recognition tasks with a predefined set of classes. However, recognizing objects of novel classes unseen during training still remains challenging. The problem of detecting such novel classes has been addressed in the literature, but most prior works have focused on providing simple binary or regressive decisions, e.g., the output would be ""known,"" ""novel,"" or corresponding confidence intervals. In this paper, we study more informative novelty detection schemes based on a hierarchical classification framework. For an object of a novel class, we aim for finding its closest super class in the hierarchical taxonomy of known classes. To this end, we propose two different approaches termed top-down and flatten methods, and their combination as well. The essential ingredients of our methods are confidence-calibrated classifiers, data relabeling, and the leave-one-out strategy for modeling novel classes under the hierarchical taxonomy. Furthermore, our method can generate a hierarchical embedding that leads to improved generalized zero-shot learning performance in combination with other commonly-used semantic embeddings.",http://arxiv.org/pdf/1804.00722v1
108,2517,Poster,Zero-Shot Visual Recognition using Semantics-Preserving Adversarial Embedding Networks,"Long Chen, ZJU; Hanwang Zhang, Columbia University; Jun Xiao, ZJU; Wei Liu, ; Shih-Fu Chang,",Zero-Shot Visual Recognition using Semantics-Preserving Adversarial Embedding Networks,"We propose a novel framework called Semantics-Preserving Adversarial Embedding Network (SP-AEN) for zero-shot visual recognition (ZSL), where test images and their classes are both unseen during training. SP-AEN aims to tackle the inherent problem --- semantic loss --- in the prevailing family of embedding-based ZSL, where some semantics would be discarded during training if they are non-discriminative for training classes, but could become critical for recognizing test classes. Specifically, SP-AEN prevents the semantic loss by introducing an independent visual-to-semantic space embedder which disentangles the semantic space into two subspaces for the two arguably conflicting objectives: classification and reconstruction. Through adversarial learning of the two subspaces, SP-AEN can transfer the semantics from the reconstructive subspace to the discriminative one, accomplishing the improved zero-shot recognition of unseen classes. Comparing with prior works, SP-AEN can not only improve classification but also generate photo-realistic images, demonstrating the effectiveness of semantic preservation. On four popular benchmarks: CUB, AWA, SUN and aPY, SP-AEN considerably outperforms other state-of-the-art methods by an absolute performance difference of 12.2\%, 9.3\%, 4.0\%, and 3.6\% in terms of harmonic mean values",http://arxiv.org/pdf/1712.01928v2
109,2813,Poster,Learning Rich Features for Image Manipulation Detection,"Peng Zhou, University of Maryland, Colleg; Xintong Han, University of Maryland; Vlad Morariu, University of Maryland; Larry Davis, University of Maryland, USA",,,
110,2828,Poster,Human Semantic Parsing for Person Re-identification,"Mahdi Kalayeh, UCF; Emrah Basaran, ; Mubarak Shah, UCF",Human Semantic Parsing for Person Re-identification,"Person re-identification is a challenging task mainly due to factors such as background clutter, pose, illumination and camera point of view variations. These elements hinder the process of extracting robust and discriminative representations, hence preventing different identities from being successfully distinguished. To improve the representation learning, usually, local features from human body parts are extracted. However, the common practice for such a process has been based on bounding box part detection. In this paper, we propose to adopt human semantic parsing which, due to its pixel-level accuracy and capability of modeling arbitrary contours, is naturally a better alternative. Our proposed SPReID integrates human semantic parsing in person re-identification and not only considerably outperforms its counter baseline, but achieves state-of-the-art performance. We also show that by employing a \textit{simple} yet effective training strategy, standard popular deep convolutional architectures such as Inception-V3 and ResNet-152, with no modification, while operating solely on full image, can dramatically outperform current state-of-the-art. Our proposed methods improve state-of-the-art person re-identification on: Market-1501 by ~17% in mAP and ~6% in rank-1, CUHK03 by ~4% in rank-1 and DukeMTMC-reID by ~24% in mAP and ~10% in rank-1.",http://arxiv.org/pdf/1804.00216v1
111,2916,Poster,Fully Convolutional Attention Network for Multimodal Reasoning,"Haoqi Fan, Carnegie Mellon University; Jiatong Zhou,",Grad-CAM: Visual Explanations from Deep Networks via Gradient-based Localization,"We propose a technique for producing ""visual explanations"" for decisions from a large class of CNN-based models, making them more transparent. Our approach - Gradient-weighted Class Activation Mapping (Grad-CAM), uses the gradients of any target concept, flowing into the final convolutional layer to produce a coarse localization map highlighting the important regions in the image for predicting the concept. Unlike previous approaches, GradCAM is applicable to a wide variety of CNN model-families: (1) CNNs with fully-connected layers (e.g. VGG), (2) CNNs used for structured outputs (e.g. captioning), (3) CNNs used in tasks with multimodal inputs (e.g. VQA) or reinforcement learning, without any architectural changes or re-training. We combine GradCAM with fine-grained visualizations to create a high-resolution class-discriminative visualization and apply it to off-the-shelf image classification, captioning, and visual question answering (VQA) models, including ResNet-based architectures. In the context of image classification models, our visualizations (a) lend insights into their failure modes (showing that seemingly unreasonable predictions have reasonable explanations), (b) are robust to adversarial images, (c) outperform previous methods on weakly-supervised localization, (d) are more faithful to the underlying model and (e) help achieve generalization by identifying dataset bias. For captioning and VQA, our visualizations show that even non-attention based models can localize inputs. Finally, we conduct human studies to measure if GradCAM explanations help users establish trust in predictions from deep networks and show that GradCAM helps untrained users successfully discern a ""stronger"" deep network from a ""weaker"" one. Our code is available at https://github.com/ramprs/grad-cam. A demo and a video of the demo can be found at http://gradcam.cloudcv.org and youtu.be/COjUB9Izk6E.",http://arxiv.org/pdf/1610.02391v3
112,3392,Poster,R-FCN-3000 at 30fps: Decoupling Detection and Classification,"Bharat Singh, ; Hengduo  Li, ; Abhishek Sharma, ; Larry Davis, University of Maryland, USA",,,
113,3727,Poster,CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes,"Yuhong Li, Beijing Univ. of Posts & Tels; Xiaofan Zhang, UIUC; deming Chen, UIUC",CSRNet: Dilated Convolutional Neural Networks for Understanding the Highly Congested Scenes,"We propose a network for Congested Scene Recognition called CSRNet to provide a data-driven and deep learning method that can understand highly congested scenes and perform accurate count estimation as well as present high-quality density maps. The proposed CSRNet is composed of two major components: a convolutional neural network (CNN) as the front-end for 2D feature extraction and a dilated CNN for the back-end, which uses dilated kernels to deliver larger reception fields and to replace pooling operations. CSRNet is an easy-trained model because of its pure convolutional structure. We demonstrate CSRNet on four datasets (ShanghaiTech dataset, the UCF_CC_50 dataset, the WorldEXPO'10 dataset, and the UCSD dataset) and we deliver the state-of-the-art performance. In the ShanghaiTech Part_B dataset, CSRNet achieves 47.3% lower Mean Absolute Error (MAE) than the previous state-of-the-art method. We extend the targeted applications for counting other objects, such as the vehicle in TRANCOS dataset. Results show that CSRNet significantly improves the output quality with 15.4% lower MAE than the previous state-of-the-art approach.",http://arxiv.org/pdf/1802.10062v3
114,3739,Poster,Revisiting knowledge transfer for training object class detectors,"Jasper Uijlings, Google; Stefan Popov, Google; Vitto Ferrari,",Revisiting knowledge transfer for training object class detectors,"We propose to revisit knowledge transfer for training object detectors on target classes from weakly supervised training images, helped by a set of source classes with bounding-box annotations. We present a unified knowledge transfer framework based on training a single neural network multi-class object detector over all source classes, organized in a semantic hierarchy. This generates proposals with scores at multiple levels in the hierarchy, which we use to explore knowledge transfer over a broad range of generality, ranging from class-specific (bicycle to motorbike) to class-generic (objectness to any class). Experiments on the 200 object classes in the ILSVRC 2013 detection dataset show that our technique: (1) leads to much better performance on the target classes (70.3% CorLoc, 36.9% mAP) than a weakly supervised baseline which uses manually engineered objectness [11] (50.5% CorLoc, 25.4% mAP). (2) delivers target object detectors reaching 80% of the mAP of their fully supervised counterparts. (3) outperforms the best reported transfer learning results on this dataset (+41% CorLoc and +3% mAP over [18, 46], +16.2% mAP over [32]). Moreover, we also carry out several across-dataset knowledge transfer experiments [27, 24, 35] and find that (4) our technique outperforms the weakly supervised baseline in all dataset pairs by 1.5x-1.9x, establishing its general applicability.",http://arxiv.org/pdf/1708.06128v3
115,1672,Poster,Deep Sparse Coding for Invariant Multimodal Halle Berry Neurons,"Edward Kim, ; Darryl Hannan, ; Garrett Kenyon,",Deep Sparse Coding for Invariant Multimodal Halle Berry Neurons,"Deep feed-forward convolutional neural networks (CNNs) have become ubiquitous in virtually all machine learning and computer vision challenges; however, advancements in CNNs have arguably reached an engineering saturation point where incremental novelty results in minor performance gains. Although there is evidence that object classification has reached human levels on narrowly defined tasks, for general applications, the biological visual system is far superior to that of any computer. Research reveals there are numerous missing components in feed-forward deep neural networks that are critical in mammalian vision. The brain does not work solely in a feed-forward fashion, but rather all of the neurons are in competition with each other; neurons are integrating information in a bottom up and top down fashion and incorporating expectation and feedback in the modeling process. Furthermore, our visual cortex is working in tandem with our parietal lobe, integrating sensory information from various modalities.   In our work, we sought to improve upon the standard feed-forward deep learning model by augmenting them with biologically inspired concepts of sparsity, top-down feedback, and lateral inhibition. We define our model as a sparse coding problem using hierarchical layers. We solve the sparse coding problem with an additional top-down feedback error driving the dynamics of the neural network. While building and observing the behavior of our model, we were fascinated that multimodal, invariant neurons naturally emerged that mimicked, ""Halle Berry neurons"" found in the human brain. Furthermore, our sparse representation of multimodal signals demonstrates qualitative and quantitative superiority to the standard feed-forward joint embedding in common vision and machine learning tasks.",http://arxiv.org/pdf/1711.07998v1
116,3993,Poster,On the convergence of PatchMatch and its variants,"Thibaud EHRET, CMLA, ENS Cachan; Pablo Arias, CMLA, ENS Cachan",,,
117,24,Poster,Rethinking the Faster R-CNN Architecture for Temporal Action Localization,"Yu-Wei Chao, University of Michigan; Sudheendra Vijayanarasimhan, Google Research; Bryan Seybold, Google Research; David Ross, Google Research; Jia Deng, ; Rahul Sukthankar, Google Research",,,
118,224,Poster,MoNet: Deep Motion Exploitation  for Video Object Segmentation,"Huaxin Xiao, Nudt; Jiashi Feng, ; Guosheng Lin, Nanyang Technological Universi; Yu  Liu, NUDT; Maojun Zhang,",,,
119,329,Poster,Video Representation Learning Using Discriminative Pooling,"Jue Wang, ANU; Anoop Cherian, ; Fatih Porikli, NICTA, Australia; Stephen Gould, Australian National University",Video Representation Learning Using Discriminative Pooling,"Popular deep models for action recognition in videos generate independent predictions for short clips, which are then pooled heuristically to assign an action label to the full video segment. As not all frames may characterize the underlying action---indeed, many are common across multiple actions---pooling schemes that impose equal importance on all frames might be unfavorable. In an attempt to tackle this problem, we propose discriminative pooling, based on the notion that among the deep features generated on all short clips, there is at least one that characterizes the action. To this end, we learn a (nonlinear) hyperplane that separates this unknown, yet discriminative, feature from the rest. Applying multiple instance learning in a large-margin setup, we use the parameters of this separating hyperplane as a descriptor for the full video segment. Since these parameters are directly related to the support vectors in a max-margin framework, they serve as robust representations for pooling of the features. We formulate a joint objective and an efficient solver that learns these hyperplanes per video and the corresponding action classifiers over the hyperplanes. Our pooling scheme is end-to-end trainable within a deep framework. We report results from experiments on three benchmark datasets spanning a variety of challenges and demonstrate state-of-the-art performance across these tasks.",http://arxiv.org/pdf/1803.10628v2
120,346,Poster,Recognizing Human Actions as Evolution of Pose Estimation Maps,"Mengyuan Liu, Nanyang Technological University; Junsong Yuan,",,,
121,1036,Poster,Video Person Re-identification with Competitive Snippet-similarity Aggregation and Co-attentive Snippet Embedding,"Dapeng Chen, CUHK; Hongsheng Li, ; Tong Xiao, The Chinese University of HK; Shuai Yi, The Chinese University of Hong Kong; Xiaogang Wang, Chinese University of Hong Kong",,,
122,1085,Poster,Mask-guided Contrastive Attention Model for Person Re-Identification,"Chunfeng Song, CASIA; Yan Huang, ; Wanli Ouyang, ; Liang Wang, unknown",,,
123,1550,Poster,Pixel-Wise Metric Learning for Blazingly Fast Video Object Segmentation,"Yuhua Chen, CVL@ETHZ; Jordi Pont-Tuset, ETHZ; Alberto Montes, ETHZ; Luc Van Gool, KTH",,,
124,431,Poster,Learning to Compare: Relation Network for Few-Shot Learning,"Flood Sung, Independent Researcher; Yongxin Yang, Queen Mary University of London; Li Zhang, Queen Mary University of London; Tao Xiang, Queen Mary University of London; Phil Torr, Oxford; Timothy Hospedales, University of Edinburgh",Learning to Compare: Relation Network for Few-Shot Learning,"We present a conceptually simple, flexible, and general framework for few-shot learning, where a classifier must learn to recognise new classes given only few examples from each. Our method, called the Relation Network (RN), is trained end-to-end from scratch. During meta-learning, it learns to learn a deep distance metric to compare a small number of images within episodes, each of which is designed to simulate the few-shot setting. Once trained, a RN is able to classify images of new classes by computing relation scores between query images and the few examples of each new class without further updating the network. Besides providing improved performance on few-shot learning, our framework is easily extended to zero-shot learning. Extensive experiments on five benchmarks demonstrate that our simple approach provides a unified and effective approach for both of these two tasks.",http://arxiv.org/pdf/1711.06025v2
125,735,Poster,COCO-Stuff: Thing and Stuff Classes in Context,"Holger Caesar, University of Edinburgh; Jasper Uijlings, Google; Vitto Ferrari,",COCO-Stuff: Thing and Stuff Classes in Context,"Semantic classes can be either things (objects with a well-defined shape, e.g. car, person) or stuff (amorphous background regions, e.g. grass, sky). While lots of classification and detection works focus on thing classes, less attention has been given to stuff classes. Nonetheless, stuff classes are important as they allow to explain important aspects of an image, including (1) scene type; (2) which thing classes are likely to be present and their location (through contextual reasoning); (3) physical attributes, material types and geometric properties of the scene. To understand stuff and things in context we introduce COCO-Stuff, which augments all 164K images of the COCO 2017 dataset with pixel-wise annotations for 91 stuff classes. We introduce an efficient stuff annotation protocol based on superpixels, which leverages the original thing annotations. We quantify the speed versus quality trade-off of our protocol and explore the relation between annotation time and boundary complexity. Furthermore, we use COCO-Stuff to analyze: (a) the importance of stuff and thing classes in terms of their surface cover and how frequently they are mentioned in image captions; (b) the spatial relations between stuff and things, highlighting the rich contextual relations that make our dataset unique; (c) the performance of a modern semantic segmentation method on stuff and thing classes, and whether stuff is easier to segment than things.",http://arxiv.org/pdf/1612.03716v4
126,764,Poster,Image Generation from Scene Graphs,"Justin Johnson, Stanford University; Agrim Gupta, Stanford University; Fei-Fei Li, Stanford University",Image Generation from Scene Graphs,"To truly understand the visual world our models should be able not only to recognize images but also generate them. To this end, there has been exciting recent progress on generating images from natural language descriptions. These methods give stunning results on limited domains such as descriptions of birds or flowers, but struggle to faithfully reproduce complex sentences with many objects and relationships. To overcome this limitation we propose a method for generating images from scene graphs, enabling explicitly reasoning about objects and their relationships. Our model uses graph convolution to process input graphs, computes a scene layout by predicting bounding boxes and segmentation masks for objects, and converts the layout to an image with a cascaded refinement network. The network is trained adversarially against a pair of discriminators to ensure realistic outputs. We validate our approach on Visual Genome and COCO-Stuff, where qualitative results, ablations, and user studies demonstrate our method's ability to generate complex images with multiple objects.",http://arxiv.org/pdf/1804.01622v1
127,1381,Poster,Deep Cauchy Hashing for Hamming Space Retrieval,"Yue Cao, Tsinghua University; Mingsheng Long, Tsinghua University; Bin Liu, Tsinghua University; Jianmin Wang,",,,
128,1598,Poster,Learning to Look Around: Intelligently Exploring Unseen Environments for Unknown Tasks,"Dinesh Jayaraman, UT Austin ; Kristen Grauman,",Learning to Look Around: Intelligently Exploring Unseen Environments for Unknown Tasks,"It is common to implicitly assume access to intelligently captured inputs (e.g., photos from a human photographer), yet autonomously capturing good observations is itself a major challenge. We address the problem of learning to look around: if a visual agent has the ability to voluntarily acquire new views to observe its environment, how can it learn efficient exploratory behaviors to acquire informative observations? We propose a reinforcement learning solution, where the agent is rewarded for actions that reduce its uncertainty about the unobserved portions of its environment. Based on this principle, we develop a recurrent neural network-based approach to perform active completion of panoramic natural scenes and 3D object shapes. Crucially, the learned policies are not tied to any recognition task nor to the particular semantic content seen during training. As a result, 1) the learned ""look around"" behavior is relevant even for new tasks in unseen environments, and 2) training data acquisition involves no manual labeling. Through tests in diverse settings, we demonstrate that our approach learns useful generic policies that transfer to new unseen tasks and environments. Completion episodes are shown at https://goo.gl/BgWX3W.",http://arxiv.org/pdf/1709.00507v2
129,1620,Poster,Multi-scale Location-aware Kernel Representation for Object Detection,"Hao Wang, Harbin Institute of Technology; Qilong Wang, ; Mingqi Gao, Harbin Institute of Technology; Peihua Li, ; Wangmeng Zuo, Harbin Institute of Technology",Multi-scale Location-aware Kernel Representation for Object Detection,"Although Faster R-CNN and its variants have shown promising performance in object detection, they only exploit simple first-order representation of object proposals for final classification and regression. Recent classification methods demonstrate that the integration of high-order statistics into deep convolutional neural networks can achieve impressive improvement, but their goal is to model whole images by discarding location information so that they cannot be directly adopted to object detection. In this paper, we make an attempt to exploit high-order statistics in object detection, aiming at generating more discriminative representations for proposals to enhance the performance of detectors. To this end, we propose a novel Multi-scale Location-aware Kernel Representation (MLKP) to capture high-order statistics of deep features in proposals. Our MLKP can be efficiently computed on a modified multi-scale feature map using a low-dimensional polynomial kernel approximation.Moreover, different from existing orderless global representations based on high-order statistics, our proposed MLKP is location retentive and sensitive so that it can be flexibly adopted to object detection. Through integrating into Faster R-CNN schema, the proposed MLKP achieves very competitive performance with state-of-the-art methods, and improves Faster R-CNN by 4.9% (mAP), 4.7% (mAP) and 5.0% (AP at IOU=[0.5:0.05:0.95]) on PASCAL VOC 2007, VOC 2012 and MS COCO benchmarks, respectively. Code is available at: https://github.com/Hwang64/MLKP.",http://arxiv.org/pdf/1804.00428v1
130,1717,Poster,Clinical Skin Lesion Diagnosis using Representations Inspired by Dermatologist Criteria,"Jufeng Yang, Nankai University; Xiaoxiao Sun, ; Jie Liang, ; Paul Rosin,",,,
131,2318,Poster,Compare and Contrast: Learning Prominent Visual Differences,"Steven Chen, University of Texas at Austin; Kristen Grauman,",Compare and Contrast: Learning Prominent Visual Differences,"Relative attribute models can compare images in terms of all detected properties or attributes, exhaustively predicting which image is fancier, more natural, and so on without any regard to ordering. However, when humans compare images, certain differences will naturally stick out and come to mind first. These most noticeable differences, or prominent differences, are likely to be described first. In addition, many differences, although present, may not be mentioned at all. In this work, we introduce and model prominent differences, a rich new functionality for comparing images. We collect instance-level annotations of most noticeable differences, and build a model trained on relative attribute features that predicts prominent differences for unseen pairs. We test our model on the challenging UT-Zap50K shoes and LFW10 faces datasets, and outperform an array of baseline methods. We then demonstrate how our prominence model improves two vision tasks, image search and description generation, enabling more natural communication between people and vision systems.",http://arxiv.org/pdf/1804.00112v1
132,2752,Poster,"Multi-Evidence Fusion and Filtering for Weakly Supervised Object Recognition, Detection and Segmentation","Weifeng Ge, The University of Hong Kong; Yizhou Yu, The University of Hong Kong","Multi-Evidence Filtering and Fusion for Multi-Label Classification, Object Detection and Semantic Segmentation Based on Weakly Supervised Learning","Supervised object detection and semantic segmentation require object or even pixel level annotations. When there exist image level labels only, it is challenging for weakly supervised algorithms to achieve accurate predictions. The accuracy achieved by top weakly supervised algorithms is still significantly lower than their fully supervised counterparts. In this paper, we propose a novel weakly supervised curriculum learning pipeline for multi-label object recognition, detection and semantic segmentation. In this pipeline, we first obtain intermediate object localization and pixel labeling results for the training images, and then use such results to train task-specific deep networks in a fully supervised manner. The entire process consists of four stages, including object localization in the training images, filtering and fusing object instances, pixel labeling for the training images, and task-specific network training. To obtain clean object instances in the training images, we propose a novel algorithm for filtering, fusing and classifying object instances collected from multiple solution mechanisms. In this algorithm, we incorporate both metric learning and density-based clustering to filter detected object instances. Experiments show that our weakly supervised pipeline achieves state-of-the-art results in multi-label image classification as well as weakly supervised object detection and very competitive results in weakly supervised semantic segmentation on MS-COCO, PASCAL VOC 2007 and PASCAL VOC 2012.",http://arxiv.org/pdf/1802.09129v1
133,313,Poster,HashGAN: Deep Learning to Hash with Pair Conditional Wasserstein GAN,"Yue Cao, Tsinghua University; Mingsheng Long, Tsinghua University; Bin Liu, Tsinghua University; Jianmin Wang,",,,
134,425,Poster,Min-Entropy Latent Model for Weakly Supervised Object Detection,"Fang Wan, UCAS; Pengxu Wei, ; Jianbin Jiao, ; Zhenjun Han, ; Qixiang Ye,",,,
135,594,Poster,MatNet: Modular Attention Network for Referring Expression Comprehension,"Licheng Yu, UNC Chapel Hill; Zhe Lin, Adobe Systems, Inc.; Xiaohui Shen, Adobe Research; Jimei Yang, ; Xin Lu, ; Mohit Bansal, UNC Chapel Hill; Tamara Berg, University on North carolina",,,
136,842,Poster,AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks,"Tao Xu, Lehigh University; Pengchuan Zhang, ; Qiuyuan Huang, ; Han Zhang, Rutgers; Zhe Gan, ; Xiaolei Huang, Lehigh ; Xiaodong He,",AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks,"In this paper, we propose an Attentional Generative Adversarial Network (AttnGAN) that allows attention-driven, multi-stage refinement for fine-grained text-to-image generation. With a novel attentional generative network, the AttnGAN can synthesize fine-grained details at different subregions of the image by paying attentions to the relevant words in the natural language description. In addition, a deep attentional multimodal similarity model is proposed to compute a fine-grained image-text matching loss for training the generator. The proposed AttnGAN significantly outperforms the previous state of the art, boosting the best reported inception score by 14.14% on the CUB dataset and 170.25% on the more challenging COCO dataset. A detailed analysis is also performed by visualizing the attention layers of the AttnGAN. It for the first time shows that the layered attentional GAN is able to automatically select the condition at the word level for generating different parts of the image.",http://arxiv.org/pdf/1711.10485v1
137,927,Poster,Adversarial Complementary Learning for Weakly Supervised Object Localization,"Xiaolin Zhang, University of Technology Sydey; Yunchao Wei, ; Jiashi Feng, ; Yi Yang, ; Thomas Huang,",,,
138,961,Poster,Conditional Generative Adversarial Network for Structured Domain Adaptation,"Weixiang Hong, Nanyang Technological Universi; Zhenzhen Wang, Nanyang Technological University; Ming Yang, Horizon Robotics Inc.; Junsong Yuan, Nanyang Technological University",Generative Adversarial Learning for Spectrum Sensing,"A novel approach of training data augmentation and domain adaptation is presented to support machine learning applications for cognitive radio. Machine learning provides effective tools to automate cognitive radio functionalities by reliably extracting and learning intrinsic spectrum dynamics. However, there are two important challenges to overcome, in order to fully utilize the machine learning benefits with cognitive radios. First, machine learning requires significant amount of truthed data to capture complex channel and emitter characteristics, and train the underlying algorithm (e.g., a classifier). Second, the training data that has been identified for one spectrum environment cannot be used for another one (e.g., after channel and emitter conditions change). To address these challenges, a generative adversarial network (GAN) with deep learning structures is used to 1)~generate additional synthetic training data to improve classifier accuracy, and 2) adapt training data to spectrum dynamics. This approach is applied to spectrum sensing by assuming only limited training data without knowledge of spectrum statistics. Machine learning classifiers are trained with limited, augmented and adapted training data to detect signals. Results show that training data augmentation increases the classifier accuracy significantly and this increase is sustained with domain adaptation as spectrum conditions change.",http://arxiv.org/pdf/1804.00709v1
139,1186,Poster,GroupCap: Group-based Image Captioning with Structured Relevance and Diversity Constraints,"Fuhai Chen, Xiamen university; Rongrong Ji, ; Xiaoshuai Sun, Harbin Institute of Technology; Jinsong Su, Xiamen university",,,
140,1303,Poster,Weakly-Supervised Semantic Segmentation by Iteratively Mining Common Object Features,"Xiang Wang, Tsinghua University; Shaodi You, Data61; Xi Li, Tsinghua University; Huimin Ma, Tsinghua University",,,
141,1401,Poster,Bootstrapping the Performance of Webly Supervised Semantic Segmentation,"Tong Shen, The University of Adelaide; Guosheng Lin, Nanyang Technological Universi; Chunhua Shen, University of Adelaide; Ian Reid,",,,
142,1564,Poster,DeepVoting: A Robust and Explainable Deep Network for Semantic Part Detection under Partial Occlusion,"Zhishuai Zhang, Johns Hopkins University; Cihang Xie, JHU; Jianyu Wang, ; Lingxi Xie, UCLA; Alan Yuille, JHU",DeepVoting: A Robust and Explainable Deep Network for Semantic Part Detection under Partial Occlusion,"In this paper, we study the task of detecting semantic parts of an object, e.g., a wheel of a car, under partial occlusion. We propose that all models should be trained without seeing occlusions while being able to transfer the learned knowledge to deal with occlusions. This setting alleviates the difficulty in collecting an exponentially large dataset to cover occlusion patterns and is more essential. In this scenario, the proposal-based deep networks, like RCNN-series, often produce unsatisfactory results, because both the proposal extraction and classification stages may be confused by the irrelevant occluders. To address this, [25] proposed a voting mechanism that combines multiple local visual cues to detect semantic parts. The semantic parts can still be detected even though some visual cues are missing due to occlusions. However, this method is manually-designed, thus is hard to be optimized in an end-to-end manner.   In this paper, we present DeepVoting, which incorporates the robustness shown by [25] into a deep network, so that the whole pipeline can be jointly optimized. Specifically, it adds two layers after the intermediate features of a deep network, e.g., the pool-4 layer of VGGNet. The first layer extracts the evidence of local visual cues, and the second layer performs a voting mechanism by utilizing the spatial relationship between visual cues and semantic parts. We also propose an improved version DeepVoting+ by learning visual cues from context outside objects. In experiments, DeepVoting achieves significantly better performance than several baseline methods, including Faster-RCNN, for semantic part detection under occlusion. In addition, DeepVoting enjoys explainability as the detection results can be diagnosed via looking up the voting cues.",http://arxiv.org/pdf/1709.04577v2
143,1653,Poster,Geometry-Aware Scene Text Detection with Instance Transformation Network,"Fangfang Wang, Zhejiang University; Liming Zhao, Zhejiang University; Xi Li, Zhejiang University; Xinchao Wang, ; Dacheng Tao, University of Sydney",,,
144,2566,Poster,Optical Flow Guided Feature: A Motion Representation for Video Action Recognition,"Shuyang Sun, The University of Sydney; Zhanghui Kuang, Sense Time; Wanli Ouyang, The University of Sydney; Lu Sheng, The Chinese University of HK; Wei Zhang,",Optical Flow Guided Feature: A Fast and Robust Motion Representation for Video Action Recognition,"Motion representation plays a vital role in human action recognition in videos. In this study, we introduce a novel compact motion representation for video action recognition, named Optical Flow guided Feature (OFF), which enables the network to distill temporal information through a fast and robust approach. The OFF is derived from the definition of optical flow and is orthogonal to the optical flow. By directly calculating pixel-wise spatio-temporal gradients of the deep feature maps, the OFF could be embedded in any existing CNN based video action recognition framework with only a slight additional cost. It enables the CNN to extract spatio-temporal information, especially the temporal information between frames simultaneously. This simple but powerful idea is validated by experimental results. The network with OFF fed only by RGB inputs achieves a competitive accuracy of 93.3% on UCF-101, which is comparable with the result obtained by two streams (RGB and optical flow), but is 15 times faster in speed. Experimental results also show that OFF is complementary to other motion modalities such as optical flow. When the proposed method is plugged into the state-of-the-art video action recognition framework, it has 96.0% accuracy on UCF-101. The code will be available online.",http://arxiv.org/pdf/1711.11152v1
145,391,Poster,Motion-Guided Cascaded Refinement Network for Video Object Segmentation,"Ping Hu, ; Gang Wang, ; Xiangfei Kong, Nanyang Technological University; Jason Kuen, NTU, Singapore; Yap-Peng Tan,",,,
146,619,Poster,A Memory Network Approach for Story-based Temporal Summarization of 360° Videos,"Sangho Lee, Seoul National University; Jinyoung Sung, Seoul National University; Youngjae Yu, ; Gunhee Kim, Carnegie Mellon University",,,
147,700,Poster,Cube Padding for Weakly-Supervised Saliency Prediction in 360$^{\circ}$ Videos,"Hsien-Tzu Cheng, National Tsing Hua University; Chun-Hung Chao, ; Jin-Dong Dong, ; Hao-Kai Wen, ; Tyng-Luh Liu, IIS/Academia Sinica; Min Sun, University of Washington",,,
