Paper ID,Paper Title,Authors,Title-arxiv,Abstract,URL
164,A Read-Write Memory Network for Movie Story Understanding,Seil Na; Sangho Lee; Jisung Kim; Gunhee Kim,A Read-Write Memory Network for Movie Story Understanding,"We propose a novel memory network model named Read-Write Memory Network (RWMN) to perform question and answering tasks for large-scale, multimodal movie story understanding. The key focus of our RWMN model is to design the read network and the write network that consist of multiple convolutional layers, which enable memory read and write operations to have high capacity and flexibility. While existing memory-augmented network models treat each memory slot as an independent block, our use of multi-layered CNNs allows the model to read and write sequential memory cells as chunks, which is more reasonable to represent a sequential story because adjacent memory blocks often have strong correlations. For evaluation, we apply our model to all the six tasks of the MovieQA benchmark, and achieve the best accuracies on several tasks, especially on the visual QA task. Our model shows a potential to better understand not only the content in the story, but also more abstract information, such as relationships between characters and the reasons for their actions.",http://arxiv.org/pdf/1709.09345v1
211,SegFlow: Joint Learning for Video Object Segmentation and Optical Flow,Jingchun Cheng; Yi-Hsuan Tsai; Shengjin Wang; Ming-Hsuan Yang,SegFlow: Joint Learning for Video Object Segmentation and Optical Flow,"This paper proposes an end-to-end trainable network, SegFlow, for simultaneously predicting pixel-wise object segmentation and optical flow in videos. The proposed SegFlow has two branches where useful information of object segmentation and optical flow is propagated bidirectionally in a unified framework. The segmentation branch is based on a fully convolutional network, which has been proved effective in image segmentation task, and the optical flow branch takes advantage of the FlowNet model. The unified framework is trained iteratively offline to learn a generic notion, and fine-tuned online for specific objects. Extensive experiments on both the video object segmentation and optical flow datasets demonstrate that introducing optical flow improves the performance of segmentation and vice versa, against the state-of-the-art algorithms.",http://arxiv.org/pdf/1709.06750v1
243,Unsupervised Action Discovery and Localization in Videos,Khurram Soomro; Mubarak Shah,,,
271,Dense-Captioning Events in Videos,Ranjay Krishna; Kenji Hata; Frederic Ren; Li Fei-Fei; Juan Carlos Niebles,Dense-Captioning Events in Videos,"Most natural videos contain numerous events. For example, in a video of a ""man playing a piano"", the video might also contain ""another man dancing"" or ""a crowd clapping"". We introduce the task of dense-captioning events, which involves both detecting and describing events in a video. We propose a new model that is able to identify all events in a single pass of the video while simultaneously describing the detected events with natural language. Our model introduces a variant of an existing proposal module that is designed to capture both short as well as long events that span minutes. To capture the dependencies between the events in a video, our model introduces a new captioning module that uses contextual information from past and future events to jointly describe all events. We also introduce ActivityNet Captions, a large-scale benchmark for dense-captioning events. ActivityNet Captions contains 20k videos amounting to 849 video hours with 100k total descriptions, each with it's unique start and end time. Finally, we report performances of our model for dense-captioning events, video retrieval and localization.",http://arxiv.org/pdf/1705.00754v1
292,Learning Long-Term Dependencies for Action Recognition With a Biologically-Inspired Deep Network,Yemin Shi; Yonghong Tian; Yaowei Wang; Wei Zeng; Tiejun Huang,Learning long-term dependencies for action recognition with a biologically-inspired deep network,"Despite a lot of research efforts devoted in recent years, how to efficiently learn long-term dependencies from sequences still remains a pretty challenging task. As one of the key models for sequence learning, recurrent neural network (RNN) and its variants such as long short term memory (LSTM) and gated recurrent unit (GRU) are still not powerful enough in practice. One possible reason is that they have only feedforward connections, which is different from the biological neural system that is typically composed of both feedforward and feedback connections. To address this problem, this paper proposes a biologically-inspired deep network, called shuttleNet\footnote{Our code is available at \url{https://github.com/shiyemin/shuttlenet}}. Technologically, the shuttleNet consists of several processors, each of which is a GRU while associated with multiple groups of cells and states. Unlike traditional RNNs, all processors inside shuttleNet are loop connected to mimic the brain's feedforward and feedback connections, in which they are shared across multiple pathways in the loop connection. Attention mechanism is then employed to select the best information flow pathway. Extensive experiments conducted on two benchmark datasets (i.e UCF101 and HMDB51) show that we can beat state-of-the-art methods by simply embedding shuttleNet into a CNN-RNN framework.",http://arxiv.org/pdf/1611.05216v3
299,Compressive Quantization for Fast Object Instance Search in Videos,Tan Yu; Zhenzhen Wang; Junsong Yuan,,,
326,Complex Event Detection by Identifying Reliable Shots From Untrimmed Videos,Hehe Fan; Xiaojun Chang; De Cheng; Yi Yang; Dong Xu; Alexander G. Hauptmann,,,
44,Deep Direct Regression for Multi-Oriented Scene Text Detection,Wenhao He; Xu-Yao Zhang; Fei Yin; Cheng-Lin Liu,Deep Direct Regression for Multi-Oriented Scene Text Detection,"In this paper, we first provide a new perspective to divide existing high performance object detection methods into direct and indirect regressions. Direct regression performs boundary regression by predicting the offsets from a given point, while indirect regression predicts the offsets from some bounding box proposals. Then we analyze the drawbacks of the indirect regression, which the recent state-of-the-art detection structures like Faster-RCNN and SSD follows, for multi-oriented scene text detection, and point out the potential superiority of direct regression. To verify this point of view, we propose a deep direct regression based method for multi-oriented scene text detection. Our detection framework is simple and effective with a fully convolutional network and one-step post processing. The fully convolutional network is optimized in an end-to-end way and has bi-task outputs where one is pixel-wise classification between text and non-text, and the other is direct regression to determine the vertex coordinates of quadrilateral text boundaries. The proposed method is particularly beneficial for localizing incidental scene texts. On the ICDAR2015 Incidental Scene Text benchmark, our method achieves the F1-measure of 81%, which is a new state-of-the-art and significantly outperforms previous approaches. On other standard datasets with focused scene texts, our method also reaches the state-of-the-art performance.",http://arxiv.org/pdf/1703.08289v1
878,Open Set Domain Adaptation,Pau Panareda Busto; Juergen Gall,Multi-domain Neural Network Language Generation for Spoken Dialogue Systems,"Moving from limited-domain natural language generation (NLG) to open domain is difficult because the number of semantic input combinations grows exponentially with the number of domains. Therefore, it is important to leverage existing resources and exploit similarities between domains to facilitate domain adaptation. In this paper, we propose a procedure to train multi-domain, Recurrent Neural Network-based (RNN) language generators via multiple adaptation steps. In this procedure, a model is first trained on counterfeited data synthesised from an out-of-domain dataset, and then fine tuned on a small set of in-domain utterances with a discriminative objective function. Corpus-based evaluation results show that the proposed procedure can achieve competitive performance in terms of BLEU score and slot error rate while significantly reducing the data needed to train generators in new, unseen domains. In subjective testing, human judges confirm that the procedure greatly improves generator performance when only a small amount of data is available in the domain.",http://arxiv.org/pdf/1603.01232v1
133,Deformable Convolutional Networks,Jifeng Dai; Haozhi Qi; Yuwen Xiong; Yi Li; Guodong Zhang; Han Hu; Yichen Wei,Untangling Local and Global Deformations in Deep Convolutional Networks for Image Classification and Sliding Window Detection,"Deep Convolutional Neural Networks (DCNNs) commonly use generic `max-pooling' (MP) layers to extract deformation-invariant features, but we argue in favor of a more refined treatment. First, we introduce epitomic convolution as a building block alternative to the common convolution-MP cascade of DCNNs; while having identical complexity to MP, Epitomic Convolution allows for parameter sharing across different filters, resulting in faster convergence and better generalization. Second, we introduce a Multiple Instance Learning approach to explicitly accommodate global translation and scaling when training a DCNN exclusively with class labels. For this we rely on a `patchwork' data structure that efficiently lays out all image scales and positions as candidates to a DCNN. Factoring global and local deformations allows a DCNN to `focus its resources' on the treatment of non-rigid deformations and yields a substantial classification accuracy improvement. Third, further pursuing this idea, we develop an efficient DCNN sliding window object detector that employs explicit search over position, scale, and aspect ratio. We provide competitive image classification and localization results on the ImageNet dataset and object detection results on the Pascal VOC 2007 benchmark.",http://arxiv.org/pdf/1412.0296v1
693,Ensemble Diffusion for Retrieval,Song Bai; Zhichao Zhou; Jingdong Wang; Xiang Bai; Longin Jan Latecki; Qi Tian,Schroedinger-like PageRank equation and localization in the WWW,"The WorldWide Web is one of the most important communication systems we use in our everyday life. Despite its central role, the growth and the development of the WWW is not controlled by any central authority. This situation has created a huge ensemble of connections whose complexity can be fruitfully described and quantified by network theory. One important application that allows to sort out the information present in these connections is given by the PageRank alghorithm. Computation of this quantity is usually made iteratively with a large use of computational time. In this paper we show that the PageRank can be expressed in terms of a wave function obeying a Schroedinger-like equation. In particular the topological disorder given by the unbalance of outgoing and ingoing links between pages, induces wave function and potential structuring. This allows to directly localize the pages with the largest score. Through this new representation we can now compute the PageRank without iterative techniques. For most of the cases of interest our method is faster than the original one. Our results also clarify the role of topology in the diffusion of information within complex networks. The whole approach opens the possibility to novel techniques inspired by quantum physics for the analysis of the WWW properties.",http://arxiv.org/pdf/0807.4325v1
830,FoveaNet: Perspective-Aware Urban Scene Parsing,Xin Li; Zequn Jie; Wei Wang; Changsong Liu; Jimei Yang; Xiaohui Shen; Zhe Lin; Qiang Chen; Shuicheng Yan; Jiashi Feng,FoveaNet: Perspective-aware Urban Scene Parsing,"Parsing urban scene images benefits many applications, especially self-driving. Most of the current solutions employ generic image parsing models that treat all scales and locations in the images equally and do not consider the geometry property of car-captured urban scene images. Thus, they suffer from heterogeneous object scales caused by perspective projection of cameras on actual scenes and inevitably encounter parsing failures on distant objects as well as other boundary and recognition errors. In this work, we propose a new FoveaNet model to fully exploit the perspective geometry of scene images and address the common failures of generic parsing models. FoveaNet estimates the perspective geometry of a scene image through a convolutional network which integrates supportive evidence from contextual objects within the image. Based on the perspective geometry information, FoveaNet ""undoes"" the camera perspective projection analyzing regions in the space of the actual scene, and thus provides much more reliable parsing results. Furthermore, to effectively address the recognition errors, FoveaNet introduces a new dense CRFs model that takes the perspective geometry as a prior potential. We evaluate FoveaNet on two urban scene parsing datasets, Cityspaces and CamVid, which demonstrates that FoveaNet can outperform all the well-established baselines and provide new state-of-the-art performance.",http://arxiv.org/pdf/1708.02421v1
1128,Beyond Planar Symmetry: Modeling Human Perception of Reflection and Rotation Symmetries in the Wild,Christopher Funk; Yanxi Liu,Beyond Planar Symmetry: Modeling human perception of reflection and rotation symmetries in the wild,"Humans take advantage of real world symmetries for various tasks, yet capturing their superb symmetry perception mechanism with a computational model remains elusive. Motivated by a new study demonstrating the extremely high inter-person accuracy of human perceived symmetries in the wild, we have constructed the first deep-learning neural network for reflection and rotation symmetry detection (Sym-NET), trained on photos from MS-COCO (Microsoft-Common Object in COntext) dataset with nearly 11K consistent symmetry-labels from more than 400 human observers. We employ novel methods to convert discrete human labels into symmetry heatmaps, capture symmetry densely in an image and quantitatively evaluate Sym-NET against multiple existing computer vision algorithms. On CVPR 2013 symmetry competition testsets and unseen MS-COCO photos, Sym-NET significantly outperforms all other competitors. Beyond mathematically well-defined symmetries on a plane, Sym-NET demonstrates abilities to identify viewpoint-varied 3D symmetries, partially occluded symmetrical objects, and symmetries at a semantic level.",http://arxiv.org/pdf/1704.03568v2
470,Learning to Reason: End-To-End Module Networks for Visual Question Answering,Ronghang Hu; Jacob Andreas; Marcus Rohrbach; Trevor Darrell; Kate Saenko,Learning to Reason: End-to-End Module Networks for Visual Question Answering,"Natural language questions are inherently compositional, and many are most easily answered by reasoning about their decomposition into modular sub-problems. For example, to answer ""is there an equal number of balls and boxes?"" we can look for balls, look for boxes, count them, and compare the results. The recently proposed Neural Module Network (NMN) architecture implements this approach to question answering by parsing questions into linguistic substructures and assembling question-specific deep networks from smaller modules that each solve one subtask. However, existing NMN implementations rely on brittle off-the-shelf parsers, and are restricted to the module configurations proposed by these parsers rather than learning them from data. In this paper, we propose End-to-End Module Networks (N2NMNs), which learn to reason by directly predicting instance-specific network layouts without the aid of a parser. Our model learns to generate network structures (by imitating expert demonstrations) while simultaneously learning network parameters (using the downstream task loss). Experimental results on the new CLEVR dataset targeted at compositional question answering show that N2NMNs achieve an error reduction of nearly 50% relative to state-of-the-art attentional approaches, while discovering interpretable network architectures specialized for each question.",http://arxiv.org/pdf/1704.05526v3
1013,Hard-Aware Deeply Cascaded Embedding,Yuhui Yuan; Kuiyuan Yang; Chao Zhang,Hard-Aware Deeply Cascaded Embedding,"Riding on the waves of deep neural networks, deep metric learning has also achieved promising results in various tasks using triplet network or Siamese network. Though the basic goal of making images from the same category closer than the ones from different categories is intuitive, it is hard to directly optimize due to the quadratic or cubic sample size. To solve the problem, hard example mining which only focuses on a subset of samples that are considered hard is widely used. However, hard is defined relative to a model, where complex models treat most samples as easy ones and vice versa for simple models, and both are not good for training. Samples are also with different hard levels, it is hard to define a model with the just right complexity and choose hard examples adequately. This motivates us to ensemble a set of models with different complexities in cascaded manner and mine hard examples adaptively, a sample is judged by a series of models with increasing complexities and only updates models that consider the sample as a hard case. We evaluate our method on CARS196, CUB-200-2011, Stanford Online Products, VehicleID and DeepFashion datasets. Our method outperforms state-of-the-art methods by a large margin.",http://arxiv.org/pdf/1611.05720v2
1201,Query-Guided Regression Network With Context Policy for Phrase Grounding,Kan Chen; Rama Kovvuri; Ram Nevatia,Query-guided Regression Network with Context Policy for Phrase Grounding,"Given a textual description of an image, phrase grounding localizes objects in the image referred by query phrases in the description. State-of-the-art methods address the problem by ranking a set of proposals based on the relevance to each query, which are limited by the performance of independent proposal generation systems and ignore useful cues from context in the description. In this paper, we adopt a spatial regression method to break the performance limit, and introduce reinforcement learning techniques to further leverage semantic context information. We propose a novel Query-guided Regression network with Context policy (QRC Net) which jointly learns a Proposal Generation Network (PGN), a Query-guided Regression Network (QRN) and a Context Policy Network (CPN). Experiments show QRC Net provides a significant improvement in accuracy on two popular datasets: Flickr30K Entities and Referit Game, with 14.25% and 17.14% increase over the state-of-the-arts respectively.",http://arxiv.org/pdf/1708.01676v1
1413,"SUBIC: A Supervised, Structured Binary Code for Image Search",Himalaya Jain; Joaquin Zepeda; Patrick Pérez; Rémi Gribonval,"SUBIC: A supervised, structured binary code for image search","For large-scale visual search, highly compressed yet meaningful representations of images are essential. Structured vector quantizers based on product quantization and its variants are usually employed to achieve such compression while minimizing the loss of accuracy. Yet, unlike binary hashing schemes, these unsupervised methods have not yet benefited from the supervision, end-to-end learning and novel architectures ushered in by the deep learning revolution. We hence propose herein a novel method to make deep convolutional neural networks produce supervised, compact, structured binary codes for visual search. Our method makes use of a novel block-softmax non-linearity and of batch-based entropy losses that together induce structure in the learned encodings. We show that our method outperforms state-of-the-art compact representations based on deep hashing or structured quantization in single and cross-domain category retrieval, instance retrieval and classification. We make our code and models publicly available online.",http://arxiv.org/pdf/1708.02932v1
1498,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era,Chen Sun; Abhinav Shrivastava; Saurabh Singh; Abhinav Gupta,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era,"The success of deep learning in vision can be attributed to: (a) models with high capacity; (b) increased computational power; and (c) availability of large-scale labeled data. Since 2012, there have been significant advances in representation capabilities of the models and computational capabilities of GPUs. But the size of the biggest dataset has surprisingly remained constant. What will happen if we increase the dataset size by 10x or 100x? This paper takes a step towards clearing the clouds of mystery surrounding the relationship between `enormous data' and visual deep learning. By exploiting the JFT-300M dataset which has more than 375M noisy labels for 300M images, we investigate how the performance of current vision tasks would change if this data was used for representation learning. Our paper delivers some surprising (and some expected) findings. First, we find that the performance on vision tasks increases logarithmically based on volume of training data size. Second, we show that representation learning (or pre-training) still holds a lot of promise. One can improve performance on many vision tasks by just training a better base model. Finally, as expected, we present new state-of-the-art results for different vision tasks including image classification, object detection, semantic segmentation and human pose estimation. Our sincere hope is that this inspires vision community to not undervalue the data and develop collective efforts in building larger datasets.",http://arxiv.org/pdf/1707.02968v2
1783,A Generative Model of People in Clothing,Christoph Lassner; Gerard Pons-Moll; Peter V. Gehler,A Generative Model of People in Clothing,"We present the first image-based generative model of people in clothing for the full body. We sidestep the commonly used complex graphics rendering pipeline and the need for high-quality 3D scans of dressed people. Instead, we learn generative models from a large image database. The main challenge is to cope with the high variance in human pose, shape and appearance. For this reason, pure image-based approaches have not been considered so far. We show that this challenge can be overcome by splitting the generating process in two parts. First, we learn to generate a semantic segmentation of the body and clothing. Second, we learn a conditional model on the resulting segments that creates realistic images. The full model is differentiable and can be conditioned on pose, shape or color. The result are samples of people in different clothing items and styles. The proposed model can generate entirely new people with realistic clothing. In several experiments we present encouraging results that suggest an entirely data-driven approach to people generation is possible.",http://arxiv.org/pdf/1705.04098v3
2204,Escape From Cells: Deep Kd-Networks for the Recognition of 3D Point Cloud Models,Roman Klokov; Victor Lempitsky,Escape from Cells: Deep Kd-Networks for The Recognition of 3D Point Cloud Models,"We present a new deep learning architecture (called Kd-network) that is designed for 3D model recognition tasks and works with unstructured point clouds. The new architecture performs multiplicative transformations and share parameters of these transformations according to the subdivisions of the point clouds imposed onto them by Kd-trees. Unlike the currently dominant convolutional architectures that usually require rasterization on uniform two-dimensional or three-dimensional grids, Kd-networks do not rely on such grids in any way and therefore avoid poor scaling behaviour. In a series of experiments with popular shape recognition benchmarks, Kd-networks demonstrate competitive performance in a number of shape recognition tasks such as shape classification, shape retrieval and shape part segmentation.",http://arxiv.org/pdf/1704.01222v1
2633,Improved Image Captioning via Policy Gradient Optimization of SPIDEr,Siqi Liu; Zhenhai Zhu; Ning Ye; Sergio Guadarrama; Kevin Murphy,Improved Image Captioning via Policy Gradient optimization of SPIDEr,"Current image captioning methods are usually trained via (penalized) maximum likelihood estimation. However, the log-likelihood score of a caption does not correlate well with human assessments of quality. Standard syntactic evaluation metrics, such as BLEU, METEOR and ROUGE, are also not well correlated. The newer SPICE and CIDEr metrics are better correlated, but have traditionally been hard to optimize for. In this paper, we show how to use a policy gradient (PG) method to directly optimize a linear combination of SPICE and CIDEr (a combination we call SPIDEr): the SPICE score ensures our captions are semantically faithful to the image, while CIDEr score ensures our captions are syntactically fluent. The PG method we propose improves on the prior MIXER approach, by using Monte Carlo rollouts instead of mixing MLE training with PG. We show empirically that our algorithm leads to easier optimization and improved results compared to MIXER. Finally, we show that using our PG method we can optimize any of the metrics, including the proposed SPIDEr metric which results in image captions that are strongly preferred by human raters compared to captions generated by the same model but trained to optimize MLE or the COCO metrics.",http://arxiv.org/pdf/1612.00370v3
341,Rolling Shutter Correction in Manhattan World,Pulak Purkait; Christopher Zach; Aleš Leonardis,,,
342,Local-To-Global Point Cloud Registration Using a Dictionary of Viewpoint Descriptors,David Avidar; David Malah; Meir Barzohar,,,
384,3D-PRNN: Generating Shape Primitives With Recurrent Neural Networks,Chuhang Zou; Ersin Yumer; Jimei Yang; Duygu Ceylan; Derek Hoiem,3D-PRNN: Generating Shape Primitives with Recurrent Neural Networks,"The success of various applications including robotics, digital content creation, and visualization demand a structured and abstract representation of the 3D world from limited sensor data. Inspired by the nature of human perception of 3D shapes as a collection of simple parts, we explore such an abstract shape representation based on primitives. Given a single depth image of an object, we present 3D-PRNN, a generative recurrent neural network that synthesizes multiple plausible shapes composed of a set of primitives. Our generative model encodes symmetry characteristics of common man-made objects, preserves long-range structural coherence, and describes objects of varying complexity with a compact representation. We also propose a method based on Gaussian Fields to generate a large scale dataset of primitive-based shape representations to train our network. We evaluate our approach on a wide range of examples and show that it outperforms nearest-neighbor based shape retrieval methods and is on-par with voxel-based generative models while using a significantly reduced parameter space.",http://arxiv.org/pdf/1708.01648v1
415,BodyFusion: Real-Time Capture of Human Motion and Surface Geometry Using a Single Depth Camera,Tao Yu; Kaiwen Guo; Feng Xu; Yuan Dong; Zhaoqi Su; Jianhui Zhao; Jianguo Li; Qionghai Dai; Yebin Liu,,,
472,Quasiconvex Plane Sweep for Triangulation With Outliers,Qianggong Zhang; Tat-Jun Chin; David Suter,,,
478,"""Maximizing Rigidity"" Revisited: A Convex Programming Approach for Generic 3D Shape Reconstruction From Multiple Perspective Views",Pan Ji; Hongdong Li; Yuchao Dai; Ian Reid,,,
534,Surface Registration via Foliation,Xiaopeng Zheng; Chengfeng Wen; Na Lei; Ming Ma; Xianfeng Gu,,,
596,Rolling-Shutter-Aware Differential SfM and Image Rectification,Bingbing Zhuang; Loong-Fah Cheong; Gim Hee Lee,,,
622,Corner-Based Geometric Calibration of Multi-Focus Plenoptic Cameras,Sotiris Nousias; François Chadebecq; Jonas Pichat; Pearse Keane; Sébastien Ourselin; Christos Bergeles,,,
461,Focal Track: Depth and Accommodation With Oscillating Lens Deformation,Qi Guo; Emma Alexander; Todd Zickler,,,
466,Reconfiguring the Imaging Pipeline for Computer Vision,Mark Buckler; Suren Jayasuriya; Adrian Sampson,Reconfiguring the Imaging Pipeline for Computer Vision,"Advancements in deep learning have ignited an explosion of research on efficient hardware for embedded computer vision. Hardware vision acceleration, however, does not address the cost of capturing and processing the image data that feeds these algorithms. We examine the role of the image signal processing (ISP) pipeline in computer vision to identify opportunities to reduce computation and save energy. The key insight is that imaging pipelines should be designed to be configurable: to switch between a traditional photography mode and a low-power vision mode that produces lower-quality image data suitable only for computer vision. We use eight computer vision algorithms and a reversible pipeline simulation tool to study the imaging system's impact on vision performance. For both CNN-based and classical vision algorithms, we observe that only two ISP stages, demosaicing and gamma compression, are critical for task performance. We propose a new image sensor design that can compensate for skipping these stages. The sensor design features an adjustable resolution and tunable analog-to-digital converters (ADCs). Our proposed imaging system's vision mode disables the ISP entirely and configures the sensor to produce subsampled, lower-precision image data. This vision mode can save ~75% of the average energy of a baseline photography mode while having only a small impact on vision task accuracy.",http://arxiv.org/pdf/1705.04352v3
580,Catadioptric HyperSpectral Light Field Imaging,Yujia Xue; Kang Zhu; Qiang Fu; Xilin Chen; Jingyi Yu,,,
378,Cross-View Asymmetric Metric Learning for Unsupervised Person Re-Identification,Hong-Xing Yu; Ancong Wu; Wei-Shi Zheng,Cross-view Asymmetric Metric Learning for Unsupervised Person Re-identification,"While metric learning is important for Person re-identification (RE-ID), a significant problem in visual surveillance for cross-view pedestrian matching, existing metric models for RE-ID are mostly based on supervised learning that requires quantities of labeled samples in all pairs of camera views for training. However, this limits their scalabilities to realistic applications, in which a large amount of data over multiple disjoint camera views is available but not labelled. To overcome the problem, we propose unsupervised asymmetric metric learning for unsupervised RE-ID. Our model aims to learn an asymmetric metric, i.e., specific projection for each view, based on asymmetric clustering on cross-view person images. Our model finds a shared space where view-specific bias is alleviated and thus better matching performance can be achieved. Extensive experiments have been conducted on a baseline and five large-scale RE-ID datasets to demonstrate the effectiveness of the proposed model. Through the comparison, we show that our model works much more suitable for unsupervised RE-ID compared to classical unsupervised metric learning models. We also compare with existing unsupervised RE-ID methods, and our model outperforms them with notable margins. Specifically, we report the results on large-scale unlabelled RE-ID dataset, which is important but unfortunately less concerned in literatures.",http://arxiv.org/pdf/1708.08062v1
420,Real Time Eye Gaze Tracking With 3D Deformable Eye-Face Model,Kang Wang; Qiang Ji,,,
457,Ensemble Deep Learning for Skeleton-Based Action Recognition Using Temporal Sliding LSTM Networks,Inwoong Lee; Doyoung Kim; Seoungyoon Kang; Sanghoon Lee,,,
560,"How Far Are We From Solving the 2D & 3D Face Alignment Problem? (And a Dataset of 230,000 3D Facial Landmarks)",Adrian Bulat; Georgios Tzimiropoulos,,,
603,Large Pose 3D Face Reconstruction From a Single Image via Direct Volumetric CNN Regression,Aaron S. Jackson; Adrian Bulat; Vasileios Argyriou; Georgios Tzimiropoulos,Large Pose 3D Face Reconstruction from a Single Image via Direct Volumetric CNN Regression,"3D face reconstruction is a fundamental Computer Vision problem of extraordinary difficulty. Current systems often assume the availability of multiple facial images (sometimes from the same subject) as input, and must address a number of methodological challenges such as establishing dense correspondences across large facial poses, expressions, and non-uniform illumination. In general these methods require complex and inefficient pipelines for model building and fitting. In this work, we propose to address many of these limitations by training a Convolutional Neural Network (CNN) on an appropriate dataset consisting of 2D images and 3D facial models or scans. Our CNN works with just a single 2D facial image, does not require accurate alignment nor establishes dense correspondence between images, works for arbitrary facial poses and expressions, and can be used to reconstruct the whole 3D facial geometry (including the non-visible parts of the face) bypassing the construction (during training) and fitting (during testing) of a 3D Morphable Model. We achieve this via a simple CNN architecture that performs direct regression of a volumetric representation of the 3D facial geometry from a single 2D image. We also demonstrate how the related task of facial landmark localization can be incorporated into the proposed framework and help improve reconstruction quality, especially for the cases of large poses and facial expressions. Testing code will be made available online, along with pre-trained models http://aaronsplace.co.uk/papers/jackson2017recon",http://arxiv.org/pdf/1703.07834v2
340,RankIQA: Learning From Rankings for No-Reference Image Quality Assessment,Xialei Liu; Joost van de Weijer; Andrew D. Bagdanov,RankIQA: Learning from Rankings for No-reference Image Quality Assessment,"We propose a no-reference image quality assessment (NR-IQA) approach that learns from rankings (RankIQA). To address the problem of limited IQA dataset size, we train a Siamese Network to rank images in terms of image quality by using synthetically generated distortions for which relative image quality is known. These ranked image sets can be automatically generated without laborious human labeling. We then use fine-tuning to transfer the knowledge represented in the trained Siamese Network to a traditional CNN that estimates absolute image quality from single images. We demonstrate how our approach can be made significantly more efficient than traditional Siamese Networks by forward propagating a batch of images through a single network and backpropagating gradients derived from all pairs of images in the batch. Experiments on the TID2013 benchmark show that we improve the state-of-the-art by over 5%. Furthermore, on the LIVE benchmark we show that our approach is superior to existing NR-IQA techniques and that we even outperform the state-of-the-art in full-reference IQA (FR-IQA) methods without having to resort to high-quality reference images to infer IQA.",http://arxiv.org/pdf/1707.08347v1
360,"Look, Perceive and Segment: Finding the Salient Objects in Images via Two-Stream Fixation-Semantic CNNs",Xiaowu Chen; Anlin Zheng; Jia Li; Feng Lu,,,
369,Delving Into Salient Object Subitizing and Detection,Shengfeng He; Jianbo Jiao; Xiaodan Zhang; Guoqiang Han; Rynson W.H. Lau,,,
376,Learning Discriminative Data Fitting Functions for Blind Image Deblurring,Jinshan Pan; Jiangxin Dong; Yu-Wing Tai; Zhixun Su; Ming-Hsuan Yang,,,
487,Video Deblurring via Semantic Segmentation and Pixel-Wise Non-Linear Kernel,Wenqi Ren; Jinshan Pan; Xiaochun Cao; Ming-Hsuan Yang,Video Deblurring via Semantic Segmentation and Pixel-Wise Non-Linear Kernel,"Video deblurring is a challenging problem as the blur is complex and usually caused by the combination of camera shakes, object motions, and depth variations. Optical flow can be used for kernel estimation since it predicts motion trajectories. However, the estimates are often inaccurate in complex scenes at object boundaries, which are crucial in kernel estimation. In this paper, we exploit semantic segmentation in each blurry frame to understand the scene contents and use different motion models for image regions to guide optical flow estimation. While existing pixel-wise blur models assume that the blur kernel is the same as optical flow during the exposure time, this assumption does not hold when the motion blur trajectory at a pixel is different from the estimated linear optical flow. We analyze the relationship between motion blur trajectory and optical flow, and present a novel pixel-wise non-linear kernel model to account for motion blur. The proposed blur model is based on the non-linear optical flow, which describes complex motion blur more effectively. Extensive experiments on challenging blurry videos demonstrate the proposed algorithm performs favorably against the state-of-the-art methods.",http://arxiv.org/pdf/1708.03423v1
555,On-Demand Learning for Deep Image Restoration,Ruohan Gao; Kristen Grauman,On-Demand Learning for Deep Image Restoration,"While machine learning approaches to image restoration offer great promise, current methods risk training models fixated on performing well only for image corruption of a particular level of difficulty---such as a certain level of noise or blur. First, we examine the weakness of conventional ""fixated"" models and demonstrate that training general models to handle arbitrary levels of corruption is indeed non-trivial. Then, we propose an on-demand learning algorithm for training image restoration models with deep convolutional neural networks. The main idea is to exploit a feedback mechanism to self-generate training instances where they are needed most, thereby learning models that can generalize across difficulty levels. On four restoration tasks---image inpainting, pixel interpolation, image deblurring, and image denoising---and three diverse datasets, our approach consistently outperforms both the status quo training procedure and curriculum learning alternatives.",http://arxiv.org/pdf/1612.01380v3
572,Multi-Channel Weighted Nuclear Norm Minimization for Real Color Image Denoising,Jun Xu; Lei Zhang; David Zhang; Xiangchu Feng,Multi-channel Weighted Nuclear Norm Minimization for Real Color Image Denoising,"Most of the existing denoising algorithms are developed for grayscale images, while it is not a trivial work to extend them for color image denoising because the noise statistics in R, G, B channels can be very different for real noisy images. In this paper, we propose a multi-channel (MC) optimization model for real color image denoising under the weighted nuclear norm minimization (WNNM) framework. We concatenate the RGB patches to make use of the channel redundancy, and introduce a weight matrix to balance the data fidelity of the three channels in consideration of their different noise statistics. The proposed MC-WNNM model does not have an analytical solution. We reformulate it into a linear equality-constrained problem and solve it with the alternating direction method of multipliers. Each alternative updating step has closed-form solution and the convergence can be guaranteed. Extensive experiments on both synthetic and real noisy image datasets demonstrate the superiority of the proposed MC-WNNM over state-of-the-art denoising methods.",http://arxiv.org/pdf/1705.09912v1
